Author	Source URL	Content	Original author	Place	Is retweet	Time	Language	Retweet count	Favorite count	Longitude	Latitude	Topic 1	Topic 2	Topic 3	Topic 4	Topic 5	Topic 6	Topic 7	Topic 8	Topic 9	Topic 10
HillaryClinton	https://about.twitter.com/products/tweetdeck	Hillary was the winner of the first presidential debate—and newspapers across America agree. #SheWon… https://t.co/oDiUHd0eXO			False	2016-09-27 16:54:22	en	2593.0	6269.0			0.5347503423690796	-0.8670581579208374	0.20578327775001526	-0.32222867012023926	-0.3654698133468628	0.008777853101491928	0.12275324016809464	-0.45109978318214417	0.012318044900894165	-0.07466296851634979
HillaryClinton	http://twitter.com	"Trump sobre Alicia Machado en 1996: ""Miss Piggy""  Esta mañana: ""Aumentó mucho de peso... era un problema serio"". https://t.co/Sv92DhXTPJ"	Hillary_esp		True	2016-09-27 16:37:19	es	2252.0	3264.0			0.7670469880104065	0.42597708106040955	-0.182340607047081	0.052001748234033585	-0.06528143584728241	-0.028499390929937363	0.11846879869699478	0.05961545184254646	-0.047289423644542694	0.018878797069191933
HillaryClinton	http://twitter.com	Register and vote for Democrats like @HillaryClinton and @KatieMcGintyPA: https://t.co/tu6W6eS9xR #iRegistered… https://t.co/9ovdecqadN	JoeBiden		True	2016-09-27 16:29:30	en	1235.0	3206.0			0.11806456744670868	-0.020757395774126053	0.07773399353027344	-0.01643441803753376	0.2922055721282959	0.04658384248614311	-0.02609163150191307	-0.075162373483181	-0.20745311677455902	-0.11478624492883682
HillaryClinton	http://twitter.com	I've been fortunate to meet young Americans from all over the country. We all make choices. This is mine...… https://t.co/bYoUE91TOO	AndrewJenks		True	2016-09-27 16:24:03	en	804.0	2086.0			0.18631459772586823	-0.09177176654338837	0.33118724822998047	-0.35639435052871704	-0.014444874599575996	0.05252766236662865	-0.10011636465787888	-0.25519508123397827	-0.01268601045012474	-0.02327428199350834
HillaryClinton	https://about.twitter.com/products/tweetdeck	"""She gained a massive amount of weight...it was a real problem."" —Trump this morning on Alicia Machado https://t.co/LJPlFegSTs"			False	2016-09-27 16:12:28	en	4829.0	7580.0			0.7670469880104065	0.42597708106040955	-0.182340607047081	0.052001748234033585	-0.06528143584728241	-0.028499390929937363	0.11846879869699478	0.05961545184254646	-0.047289423644542694	0.018878797069191933
HillaryClinton	https://about.twitter.com/products/tweetdeck	Today is #NationalVoterRegistrationDay - I was beaten, left bloody &amp; unconscious so that every person could register and vote. Do your part.	repjohnlewis		True	2016-09-27 16:03:49	en	20006.0	24333.0			0.10735473036766052	-0.047618284821510315	0.1268351972103119	-0.008598390966653824	0.17141838371753693	0.07171231508255005	-0.046608343720436096	-0.06774412095546722	-0.20468497276306152	-0.00831721629947424
HillaryClinton	http://twitter.com	More than 70 million Americans aren't registered to vote. We have to do better! Get registered &amp; spread the word: https://t.co/IobF5PQ7jv	jasoncollins98		True	2016-09-27 16:01:04	en	1138.0	1554.0			0.1521785408258438	-0.05878935009241104	0.12136321514844894	-0.01682351715862751	0.25527361035346985	0.10345560312271118	-0.012008302845060825	-0.178985595703125	-0.35143372416496277	-0.11005593836307526
HillaryClinton	https://about.twitter.com/products/tweetdeck	When you have a really, really good night. #SheWon https://t.co/FVeGqhYxRZ			False	2016-09-27 15:54:07	en	8242.0	35744.0			0.08181239664554596	-0.03315753489732742	0.06435731798410416	0.01086503081023693	0.11268375813961029	-0.000283618486719206	0.00567572470754385	0.10588853061199188	-0.09559580683708191	0.07093927264213562
realDonaldTrump	http://twitter.com/download/iphone	Such a great honor. Final debate polls are in - and the MOVEMENT wins! #AmericaFirst #MAGA #ImWithYou… https://t.co/DV1BKMwHEM			False	2016-09-27 15:47:29	en	13576.0	27245.0			0.1453155279159546	-0.0292520709335804	0.570110559463501	-0.31144365668296814	0.024824023246765137	-0.10581335425376892	0.06187386438250542	0.6442722082138062	0.031279634684324265	0.10525618493556976
HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Register. Vote. Go out and get engaged!” —@JoeBiden #NationalVoterRegistrationDay https://t.co/tTgeqxNqYm"			False	2016-09-27 15:42:48	en	1350.0	2874.0			0.12177416682243347	-0.06232324615120888	0.13463754951953888	-0.019471632316708565	0.23630459606647491	0.09187723696231842	-0.004598554223775864	-0.1565806120634079	-0.3634144067764282	-0.19644993543624878
HillaryClinton	https://about.twitter.com/products/tweetdeck	"""I'm glad Trump found out that Crimea was part of Ukraine. By the way, I heard he was on the verge of acknowledging gravity."" —@JoeBiden"			False	2016-09-27 15:32:57	en	5557.0	16289.0			0.7881860136985779	0.40923500061035156	-0.16752250492572784	0.05073731020092964	-0.05451405420899391	-0.027616536244750023	0.11538347601890564	0.0406394861638546	-0.07692807912826538	0.01888580620288849
HillaryClinton	https://about.twitter.com/products/tweetdeck	“Let me tell you who built this damn country: the middle class.” —@JoeBiden  Let's keep building it, together: https://t.co/tTgeqxNqYm			False	2016-09-27 15:26:17	en	1453.0	4741.0			0.17646804451942444	-0.09989211708307266	0.14239108562469482	-0.13156220316886902	0.16940975189208984	0.0646616518497467	-0.24498037993907928	-0.5503532886505127	-0.2541806399822235	0.2836443781852722
HillaryClinton	https://about.twitter.com/products/tweetdeck	One moment last night that proved—again—that Hillary's the only candidate ready to lead on the global stage: https://t.co/i4lrw7BpE9 #SheWon			False	2016-09-27 15:12:56	en	1452.0	4840.0			0.49172306060791016	-0.8964097499847412	-0.10526233166456223	0.040071792900562286	0.05689394474029541	0.028179852291941643	0.024131547659635544	0.06739426404237747	-0.3305273950099945	0.8927403688430786
realDonaldTrump	http://twitter.com/download/iphone	U.S. Murders Increased 10.8% in 2015' via @WSJ: https://t.co/CIJMQJhLqp			False	2016-09-27 14:55:57	en	5365.0	10729.0			0.02374626137316227	-0.008345333859324455	0.005254332907497883	0.0006001926958560944	0.028441958129405975	0.0004635344084817916	-0.019512824714183807	0.014386310242116451	-0.014237269759178162	0.010424026288092136
HillaryClinton	https://about.twitter.com/products/tweetdeck	"""Anyone who complains about microphone problems is not having a good night."" —Hillary #SheWon"			False	2016-09-27 14:53:01	en	4773.0	14979.0			0.4034707248210907	-0.8340051770210266	-0.1418122500181198	0.04122583940625191	-0.06755272299051285	-0.051429543644189835	0.1535441130399704	0.07945860177278519	-0.04364488646388054	0.06783214956521988
realDonaldTrump	http://twitter.com/download/iphone	Thank you! #TrumpWon #MAGA  https://t.co/a5rr1i38km			False	2016-09-27 14:51:25	en	7255.0	17380.0			0.06049787625670433	-0.01889493316411972	0.4486694633960724	0.6194190979003906	-0.13300460577011108	-0.043819133192300797	-0.03710301220417023	0.030319835990667343	0.0707831084728241	0.16750448942184448
realDonaldTrump	http://twitter.com/download/iphone	Hillary's been failing for 30 years in not getting the job done - it will never change.			False	2016-09-27 14:49:09	en	12127.0	31856.0			0.4389271140098572	-0.8854494094848633	-0.13504475355148315	0.02321759983897209	-0.03357422724366188	-0.0005662396433763206	0.06259474158287048	0.05216608941555023	-0.010955173522233963	0.03986649587750435
HillaryClinton	https://about.twitter.com/products/tweetdeck	"Trump on Alicia, 1996: ""Miss Piggy.""  This morning: ""She gained a massive amount of weight...it was a real problem."" https://t.co/0wrISjJe6z"			False	2016-09-27 13:57:55	en	16476.0	22611.0			0.7670469880104065	0.42597708106040955	-0.182340607047081	0.052001748234033585	-0.06528143584728241	-0.028499390929937363	0.11846879869699478	0.05961545184254646	-0.047289423644542694	0.018878797069191933
realDonaldTrump	http://twitter.com/download/iphone	True blue-collar billionaire Donald Trump shows Hillary Clinton is out of touch' https://t.co/NHO1OicfVm			False	2016-09-27 13:49:07	en	5827.0	14338.0			1.5586251020431519	-0.44772791862487793	-0.5374468564987183	0.11533831059932709	-0.4032359719276428	-0.1977546215057373	0.13767974078655243	0.1751742959022522	0.22993920743465424	-0.20013116300106049
realDonaldTrump	http://twitter.com/download/iphone	The #1 trend on Twitter right now is #TrumpWon - thank you!			False	2016-09-27 13:17:40	en	19561.0	52449.0			0.0800524652004242	-0.02393507771193981	0.45864689350128174	0.619696319103241	-0.10255156457424164	-0.028302310034632683	-0.04393502697348595	-0.004217077977955341	0.04094019904732704	0.17854174971580505
realDonaldTrump	http://twitter.com/download/iphone	I won every poll from last nights Presidential Debate - except for the little watched @CNN poll.			False	2016-09-27 13:14:55	en	9598.0	29309.0			0.13956573605537415	-0.04213826730847359	0.15795977413654327	0.1400248110294342	0.13177020847797394	0.05760430544614792	0.05455413833260536	0.17556436359882355	-0.30226531624794006	0.05566936731338501
realDonaldTrump	http://twitter.com/download/iphone	How Trump won over a bar full of undecideds and Democrats' https://t.co/WWO39kxn8Y			False	2016-09-27 12:55:31	en	6704.0	15988.0			0.7670469880104065	0.42597708106040955	-0.182340607047081	0.052001748234033585	-0.06528143584728241	-0.028499390929937363	0.11846879869699478	0.05961545184254646	-0.047289423644542694	0.018878797069191933
realDonaldTrump	http://twitter.com/download/android	I really enjoyed the debate last night.Crooked Hillary says she is going to do so many things.Why hasn't she done them in her last 30 years?		Queens, NY	False	2016-09-27 12:53:42	en	21628.0	59791.0	-73.89322034	40.76593321	0.6539311408996582	-1.0853557586669922	-0.04917509853839874	0.04629761725664139	0.1838824599981308	-0.0986538678407669	0.10042224079370499	0.23920251429080963	-0.28155356645584106	0.17120277881622314
HillaryClinton	https://studio.twitter.com	"""I have a winning temperament."" —Donald Trump last night   Really? #SheWon https://t.co/nMTFoISagO"			False	2016-09-27 12:32:21	en	4120.0	10456.0			1.1647237539291382	0.5721358060836792	-0.2177688479423523	0.07915795594453812	-0.12531904876232147	-0.15971073508262634	0.00967851560562849	0.1635543256998062	0.010085695423185825	0.04499845579266548
HillaryClinton	https://about.twitter.com/products/tweetdeck	Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance:… https://t.co/o50AezGRrb			False	2016-09-27 11:57:38	en	6253.0	17113.0			0.2198159545660019	-0.11352664977312088	0.3846711814403534	-0.32666516304016113	0.028761697933077812	0.10603749752044678	-0.16760852932929993	-0.16777104139328003	-0.32503509521484375	0.6811004877090454
realDonaldTrump	http://twitter.com/download/android	Great debate poll numbers - I will be on @foxandfriends at 7:00 to discuss. Enjoy!			False	2016-09-27 10:44:58	en	4437.0	16423.0			0.1690080165863037	-0.03288410231471062	0.6280394792556763	-0.24348722398281097	0.031670186668634415	-0.10355629026889801	0.07970354706048965	0.7144402861595154	-0.055525362491607666	0.05540386587381363
realDonaldTrump	http://twitter.com/download/iphone	Thank you! Four new #DebateNight polls with the MOVEMENT winning. Together, we will MAKE AMERICA SAFE &amp; GREAT AGAIN… https://t.co/39FCnUf8Pb		Manhattan, NY	False	2016-09-27 06:32:29	en	10829.0	24078.0			0.49330705404281616	-0.16758427023887634	1.8407827615737915	-0.2546631693840027	-0.5031487345695496	-0.05634302273392677	-0.05410664156079292	-0.08385556936264038	-0.164849653840065	-0.07787150889635086
realDonaldTrump	http://twitter.com/download/iphone	.@DRUDGE_REPORT's First Presidential Debate Poll: Trump: 80% Clinton: 20% Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn		Manhattan, NY	False	2016-09-27 05:54:42	en	10763.0	24643.0			0.990662693977356	0.11394092440605164	-0.09763868898153305	0.1927832067012787	-0.05280882492661476	0.05056807026267052	-0.003911495208740234	0.20852388441562653	-0.18165023624897003	-0.09483608603477478
realDonaldTrump	http://twitter.com/download/iphone	Thank you! CNBC #DebateNight poll with over 400,000 votes.  Trump 61% Clinton 39% #AmericaFirst #ImWithYou… https://t.co/MJ3NwA98op		Manhattan, NY	False	2016-09-27 05:44:02	en	16167.0	34480.0			0.9552356004714966	0.16537311673164368	0.25394344329833984	0.7526281476020813	-0.26598554849624634	-0.05351671576499939	0.06388535350561142	0.2900000512599945	-0.006222087889909744	0.008506900630891323
realDonaldTrump	http://twitter.com/download/iphone	TIME #DebateNight poll - over 800,000 votes. Thank you!  #AmericaFirst #MAGA https://t.co/bTPX9E0wKu		Manhattan, NY	False	2016-09-27 05:36:33	en	12479.0	27258.0			0.1226462796330452	-0.045095399022102356	0.5223807692527771	0.6696112155914307	-0.08755026012659073	-0.039664529263973236	-0.008253579959273338	0.06730623543262482	-0.06014597788453102	0.14335393905639648
realDonaldTrump	http://twitter.com/download/android	".@newtgingrich just said ""a historic victory for Trump."" NICE!"			False	2016-09-27 05:18:10	en	7709.0	24434.0			0.8032053709030151	0.41064971685409546	-0.19145618379116058	0.05590950697660446	-0.040723539888858795	-0.017430778592824936	0.10540540516376495	0.08532941341400146	-0.08240079134702682	0.004999249707907438
HillaryClinton	https://about.twitter.com/products/tweetdeck	Tonight, @HillaryClinton proved she is ready to be President — and Donald Trump proved he is not. #debatenight https://t.co/Zeq5iF09Bc	JoeBiden		True	2016-09-27 05:16:56	en	10733.0	30012.0			1.2540783882141113	0.5416581630706787	-0.2700713276863098	0.07170794904232025	-0.0815308690071106	0.313999205827713	-0.7890058755874634	0.198336660861969	0.3246156871318817	-0.13737531006336212
realDonaldTrump	http://twitter.com/download/android	Wow, did great in the debate polls (except for @CNN - which I don't watch). Thank you!			False	2016-09-27 04:34:09	en	12739.0	40321.0			0.257082998752594	-0.09384563565254211	1.036352276802063	0.325711727142334	-0.053103286772966385	-0.12401515245437622	0.10421483218669891	0.7099855542182922	0.060297463089227676	0.30846449732780457
HillaryClinton	https://about.twitter.com/products/tweetdeck	43 days left. Let’s go win this thing: https://t.co/vJShYQPqJb #DebateNight https://t.co/MzR30MEI0J			False	2016-09-27 04:04:38	en	6505.0	21912.0			0.10690077394247055	-0.0559220090508461	0.07451242953538895	-0.04148697853088379	0.10041739046573639	0.08037468045949936	-0.11411809921264648	-0.2628806531429291	-0.2780153751373291	0.06342057883739471
realDonaldTrump	http://twitter.com/download/iphone	Thank you Governor @TerryBranstad!  #AmericaFirst #Debates2016 https://t.co/yIeZctdQy8			False	2016-09-27 04:02:51	en	5578.0	14830.0			0.06049787625670433	-0.01889493316411972	0.4486694633960724	0.6194190979003906	-0.13300460577011108	-0.043819133192300797	-0.03710301220417023	0.030319835990667343	0.0707831084728241	0.16750448942184448
